3053407, Animalia, Arthropoda
5689, Protista, Kinetoplastida
5666, Protista, Kinetoplastida
317033, Other, Other
190671, Animalia, Chordata
59837, Animalia, Chordata
89585, Plantae, Angiosperms
54111, Animalia, Chordata
61159, Animalia, Chordata
9447, Animalia, Chordata
4470, Plantae, Angiosperms
1578839, Animalia, Arthropoda
79949, Animalia, Chordata
121565, Animalia, Chordata
4472, Plantae, Angiosperms
161101, Plantae, Angiosperms
301913, Animalia, Arthropoda
121566, Animalia, Chordata
121567, Animalia, Chordata
84770, Animalia, Chordata
161105, Plantae, Angiosperms
362247, Plantae, Angiosperms
129392, Plantae, Angiosperms
175770, Plantae, Angiosperms
3864, Plantae, Angiosperms
5353, Fungi, Basidiomycota
41257, Plantae, Angiosperms
58710, Animalia, Chordata
341676, Animalia, Chordata
3055696, Animalia, Chordata
57374, Animalia, Chordata
83756, Animalia, Chordata
881949, Animalia, Chordata
9487, Animalia, Chordata
343424, Animalia, Chordata
46844, Animalia, Chordata
72465, Animalia, Chordata
61386, Animalia, Chordata
4138, Plantae, Magnoliophyta
8099, Animalia, Chordata
9489, Animalia, Chordata
32538, Animalia, Chordata
30588, Animalia, Chordata
69073, Animalia, Chordata
46842, Animalia, Chordata
1977830, Animalia, Chordata
61382, Animalia, Chordata
214925, Animalia, Chordata
627747, Fungi, Basidiomycota
184452, Animalia, Arthropoda
157314, Animalia, Arthropoda
153324, Plantae, Angiosperms
280310, Animalia, Arthropoda
342399, Animalia, Chordata
136985, Animalia, Echinodermata
62617, Animalia, Chordata
48086, Animalia, Chordata
342401, Animalia, Chordata
428466, Animalia, Chordata
153459, Plantae, Angiosperms
62618, Animalia, Chordata
153328, Plantae, Angiosperms
201688, Animalia, Chordata
40116, Fungi, Ascomycota
123165, Animalia, Chordata
265040, Animalia, Chordata
993582, Animalia, Mollusca
153333, Plantae, Angiosperms
156448, Animalia, Chordata
66847, Other, Other
9981, Animalia, Chordata
91798, Animalia, Chordata
201691, Animalia, Chordata
44243, Animalia, Cnidaria
33589, Animalia, Chordata
247612, Animalia, Arthropoda
107758, Other, Other
256056, Animalia, Mollusca
120438, Animalia, Arthropoda
48087, Animalia, Chordata
65351, Plantae, Angiosperms
711067, Animalia, Chordata
62619, Animalia, Chordata
100181, Animalia, Chordata
187398, Animalia, Chordata
136988, Animalia, Echinodermata
55054, Animalia, Chordata
707887, Animalia, Arthropoda
268880, Plantae, Angiosperms
161199, Animalia, Arthropoda
188344, Animalia, Chordata
7539, Animalia, Arthropoda
200329, Plantae, Angiosperms
78583, Animalia, Chordata
36936, Animalia, Arthropoda
153336, Plantae, Angiosperms
122230, Animalia, Chordata
9983, Animalia, Chordata
153340, Plantae, Angiosperms
241444, Animalia, Chordata
153449, Plantae, Angiosperms
431634, Animalia, Echinodermata
106781, Plantae, Angiosperms
268882, Plantae, Angiosperms
5474, Animalia, Chordata
375434, Animalia, Chordata
200330, Plantae, Angiosperms
500627, Animalia, Arthropoda
270329, Animalia, Chordata
100182, Animalia, Chordata
1030472, Animalia, Arthropoda
153450, Plantae, Angiosperms
179233, Plantae, Cycadophyta
255468, Animalia, Chordata
136941, Animalia, Echinodermata
153341, Plantae, Angiosperms
52779, Animalia, Chordata
216192, Animalia, Arthropoda
8472, Animalia, Chordata
326593, Animalia, Chordata
8376, Other, Other
326590, Animalia, Chordata
100475, Animalia, Chordata
1615745, Animalia, Chordata
153345, Plantae, Angiosperms
707889, Animalia, Arthropoda
186250, Animalia, Arthropoda
136987, Animalia, Echinodermata
153342, Plantae, Angiosperms
153343, Plantae, Angiosperms
47724, Animalia, Chordata
13106, Animalia, Chordata
225390, Animalia, Chordata
5022, Fungi, Ascomycota
182864, Fungi, Basidiomycota
270331, Animalia, Chordata
187160, Animalia, Arthropoda
985895, Fungi, Ascomycota
270330, Animalia, Chordata
112021, Animalia, Chordata
184453, Animalia, Arthropoda
200331, Plantae, Angiosperms
185457, Animalia, Chordata
236287, Animalia, Chordata
153349, Plantae, Angiosperms
9453, Animalia, Chordata
153348, Plantae, Angiosperms
153352, Plantae, Angiosperms
27788, Animalia, Chordata
153353, Plantae, Angiosperms
7918, Animalia, Chordata
928525, Animalia, Chordata
2769484, Animalia, Chordata
112018, Animalia, Chordata
106783, Plantae, Angiosperms
34771, Animalia, Chordata
62620, Animalia, Chordata
7883, Animalia, Chordata
47564, Animalia, Chordata
153358, Plantae, Angiosperms
6772, Animalia, Arthropoda
153361, Plantae, Angiosperms
761628, Animalia, Arthropoda
413420, Animalia, Arthropoda
133430, Plantae, Cycadophyta
153362, Plantae, Angiosperms
282318, Animalia, Chordata
1349691, Animalia, Chordata
157538, Protista, Euglenozoa
112567, Animalia, Mollusca
886965, Animalia, Chordata
153365, Plantae, Angiosperms
115657, Animalia, Chordata
413421, Animalia, Mollusca
78866, Animalia, Chordata
50586, Animalia, Arthropoda
230643, Animalia, Chordata
5684, Protista, Euglenozoa
342398, Animalia, Chordata
112022, Animalia, Chordata
236288, Animalia, Chordata
72036, Animalia, Arthropoda
222003, Animalia, Chordata
61405, Animalia, Chordata
78584, Animalia, Chordata
270333, Animalia, Chordata
33125, Plantae, Angiosperms
63224, Animalia, Chordata
459512, Animalia, Chordata
177697, Animalia, Arthropoda
60532, Animalia, Chordata
62621, Animalia, Chordata
283924, Animalia, Chordata
63225, Animalia, Chordata
326589, Animalia, Chordata
135631, Animalia, Chordata
37508, Animalia, Cnidaria
59292, Plantae, Angiosperms
155173, Animalia, Chordata
9713, Animalia, Chordata
146576, Plantae, Bryophyta
301146, Animalia, Chordata
1228019, Animalia, Chordata
1507143, Animalia, Arthropoda
273679, Animalia, Arthropoda
53893, Plantae, Angiosperms
126292, Animalia, Chordata
42731, Animalia, Chordata
56657, Animalia, Chordata
140639, Plantae, Bryophyta
182649, Animalia, Chordata
182648, Animalia, Chordata
182650, Animalia, Chordata
980415, Animalia, Chordata
182651, Animalia, Chordata
182652, Animalia, Chordata
182653, Animalia, Chordata
182654, Animalia, Chordata
182655, Animalia, Chordata
182656, Animalia, Chordata
182657, Animalia, Chordata
182658, Animalia, Chordata
182659, Animalia, Chordata
182660, Animalia, Chordata
119721, Animalia, Chordata
182661, Animalia, Chordata
7753, Animalia, Chordata
119722, Animalia, Chordata
182662, Animalia, Chordata
129387, Fungi, Ascomycota
165738, Animalia, Chordata
129222, Animalia, Chordata
54835, Plantae, Angiosperms
555309, Animalia, Chordata
9208, Animalia, Chordata
126679, Animalia, Chordata
190694, Animalia, Chordata
165740, Animalia, Chordata
146616, Animalia, Chordata
146625, Animalia, Chordata
146613, Animalia, Chordata
694369, Other, Other
732178, Animalia, Chordata
211597, Other, Other
195947, Other, Other
7782, Animalia, Chordata
587282, Other, Other
86643, Plantae, Angiosperms
79220, Fungi, Basidiomycota
213675, Animalia, Arthropoda
3866, Plantae, Angiosperms
284629, Other, Other
40819, Animalia, Chordata
299206, Protista, Stramenopiles
201219, Fungi, Basidiomycota
28956, Animalia, Chordata
379413, Other, Other
115673, Animalia, Chordata
173042, Animalia, Chordata
146615, Animalia, Chordata
997265, Animalia, Platyhelminthes
127929, Animalia, Chordata
434249, Other, Other
69533, Animalia, Chordata
195948, Other, Other
662878, Fungi, Basidiomycota
217134, Animalia, Chordata
289426, Other, Other
197685, Plantae, Angiosperms
51356, Animalia, Chordata
329904, Animalia, Arthropoda
99072, Plantae, Angiosperms
48042, Plantae, Angiosperms
1113266, Animalia, Arthropoda
52714, Plantae, Angiosperms
95110, Animalia, Chordata
102784, Plantae, Angiosperms
51890, Animalia, Chordata
283338, Animalia, Chordata
129310, Animalia, Chordata
6966, Animalia, Arthropoda
124409, Animalia, Arthropoda
1178125, Animalia, Arthropoda
76239, Animalia, Arthropoda
123842, Animalia, Arthropoda
6807, Animalia, Arthropoda
58960, Plantae, Angiosperms
123848, Animalia, Arthropoda
210650, Animalia, Chordata
70394, Animalia, Arthropoda
146496, Animalia, Arthropoda
6967, Animalia, Arthropoda
70395, Animalia, Arthropoda
70396, Animalia, Arthropoda
70397, Animalia, Arthropoda
470872, Animalia, Arthropoda
70398, Animalia, Arthropoda
145694, Plantae, Angiosperms
51879, Animalia, Chordata
94845, Animalia, Platyhelminthes
46072, Plantae, Angiosperms
178760, Plantae, Angiosperms
96856, Animalia, Arthropoda
142081, Animalia, Arthropoda
126436, Plantae, Angiosperms
49554, Plantae, Angiosperms
13597, Plantae, Angiosperms
84045, Plantae, Angiosperms
185593, Plantae, Angiosperms
82316, Plantae, Angiosperms
4689, Plantae, Angiosperms
4690, Plantae, Angiosperms
84049, Plantae, Angiosperms
185595, Plantae, Angiosperms
82328, Plantae, Angiosperms
4692, Plantae, Angiosperms
82331, Plantae, Angiosperms
42439, Plantae, Angiosperms
42270, Animalia, Arthropoda
124411, Animalia, Arthropoda
27749, Animalia, Chordata
613120, Animalia, Chordata
61633, Animalia, Chordata
1903275, Animalia, Mollusca
349706, Animalia, Chordata
270466, Animalia, Arthropoda
71319, Animalia, Mollusca
56088, Animalia, Arthropoda
211601, Animalia, Chordata
56089, Animalia, Arthropoda
28973, Plantae, Angiosperms
104065, Animalia, Chordata
56090, Animalia, Arthropoda
177675, Animalia, Arthropoda
291939, Animalia, Chordata
162324, Animalia, Chordata
120496, Animalia, Chordata
36461, Animalia, Mollusca
356393, Animalia, Mollusca
182761, Animalia, Mollusca
39403, Animalia, Chordata
182715, Animalia, Chordata
279949, Animalia, Chordata
162325, Animalia, Chordata
120439, Animalia, Mollusca
30362, Animalia, Chordata
110107, Animalia, Chordata
161683, Animalia, Chordata
992344, Animalia, Chordata
27771, Animalia, Chordata
102305, Animalia, Chordata
161680, Animalia, Chordata
342678, Animalia, Arthropoda
399988, Animalia, Arthropoda
246422, Animalia, Chordata
56092, Animalia, Arthropoda
61634, Animalia, Chordata
104072, Animalia, Chordata
6850, Animalia, Chelicerata
161573, Animalia, Arthropoda
191421, Animalia, Arthropoda
56093, Animalia, Arthropoda
39404, Animalia, Chordata
161678, Animalia, Chordata
349707, Animalia, Chordata
633132, Animalia, Arthropoda
103048, Animalia, Chordata
105385, Animalia, Chordata
104894, Animalia, Chordata
223715, Other, Other
342679, Animalia, Arthropoda
191219, Plantae, Angiosperms
256094, Plantae, Angiosperms
55958, Plantae, Angiosperms
77623, Plantae, Magnoliophyta
109183, Animalia, Echinodermata
480358, Plantae, Angiosperms
64424, Plantae, Angiosperms
109184, Animalia, Echinodermata
83485, Animalia, Arthropoda
109185, Animalia, Echinodermata
947578, Animalia, Nemertea
88925, Animalia, Nemertea
109186, Animalia, Echinodermata
83203, Animalia, Chordata
35941, Plantae, Angiosperms
86093, Plantae, Angiosperms
160621, Protista, Dinoflagellata
7575, Animalia, Brachiopoda
88926, Animalia, Nemertea
187800, Animalia, Nemertea
94031, Animalia, Arthropoda
880233, Animalia, Cnidaria
7574, Animalia, Brachiopoda
4006, Plantae, Angiosperms
43171, Plantae, Angiosperms
348154, Animalia, Chordata
329968, Animalia, Chordata
39075, Animalia, Chordata
175801, Animalia, Chordata
431266, Animalia, Arthropoda
313354, Animalia, Arthropoda
368048, Animalia, Arthropoda
13599, Animalia, Chordata
262081, Animalia, Chordata
368049, Animalia, Arthropoda
329967, Animalia, Chordata
349546, Animalia, Chordata
866049, Animalia, Arthropoda
262080, Animalia, Chordata
1194547, Animalia, Chordata
329969, Animalia, Chordata
1316270, Animalia, Chordata
348362, Animalia, Chordata
148090, Animalia, Chordata
557236, Animalia, Arthropoda
161945, Animalia, Chordata
185214, Animalia, Arthropoda
124396, Animalia, Chordata
1155480, Animalia, Arthropoda
34357, Fungi, Ascomycota
170193, Animalia, Chordata
542673, Plantae, Angiosperms
29829, Fungi, Ascomycota
420949, Animalia, Chordata
118797, Animalia, Chordata
63359, Plantae, Angiosperms
63360, Plantae, Angiosperms
4400, Plantae, Angiosperms
127404, Animalia, Arthropoda
3414, Plantae, Angiosperms
127405, Animalia, Arthropoda
722390, Animalia, Arthropoda
39529, Plantae, Angiosperms
127406, Animalia, Arthropoda
198433, Animalia, Arthropoda
3415, Plantae, Angiosperms
58071, Animalia, Chordata
103588, Animalia, Chordata
2315439, Animalia, Mollusca
145469, Animalia, Arthropoda
27613, Animalia, Chordata
8324, Animalia, Chordata
174392, Protista, Rhodophyta
225904, Animalia, Chordata
30360, Animalia, Chordata
681226, Animalia, Chordata
6299, Animalia, Nematoda
145282, Animalia, Chordata
151069, Plantae, Angiosperms
1911064, Animalia, Cnidaria
155299, Plantae, Angiosperms
34254, Plantae, Angiosperms
104896, Animalia, Chordata
115422, Animalia, Chordata
7552, Animalia, Arthropoda
31216, Animalia, Mollusca
44375, Animalia, Chordata
589266, Protista, Rhodophyta
174393, Protista, Rhodophyta
50591, Animalia, Chordata
496076, Protista, Rhodophyta
31218, Animalia, Mollusca
190275, Animalia, Chordata
298395, Animalia, Chordata
317363, Animalia, Chordata
8404, Animalia, Chordata
31219, Animalia, Mollusca
336074, Animalia, Chordata
104895, Animalia, Chordata
174394, Protista, Rhodophyta
31221, Animalia, Mollusca
299683, Animalia, Chordata
146672, Animalia, Chordata
42156, Animalia, Nematoda
190274, Animalia, Chordata
45438, Animalia, Chordata
59812, Protista, Rhodophyta
69311, Animalia, Chordata
156992, Animalia, Chordata
115492, Plantae, Angiosperms
2914170, Animalia, Chordata
7209, Animalia, Nematoda
1663115, Animalia, Chordata
76578, Plantae, Angiosperms
101849, Animalia, Chordata
328265, Animalia, Cnidaria
242713, Other, Other
16430, Plantae, Angiosperms
46758, Animalia, Cnidaria
226051, Plantae, Angiosperms
113203, Plantae, Angiosperms
253128, Animalia, Arthropoda
46714, Animalia, Chordata
108828, Animalia, Chordata
330173, Plantae, Angiosperms
4383, Plantae, Angiosperms
227480, Other, Other
7004, Animalia, Arthropoda
69942, Animalia, Chordata
379508, Fungi, Ascomycota
160046, Plantae, Angiosperms
173263, Animalia, Arthropoda
6618, Animalia, Mollusca
4521, Plantae, Angiosperms
4522, Plantae, Angiosperms
89674, Plantae, Angiosperms
34176, Plantae, Angiosperms
6622, Animalia, Mollusca
40955, Plantae, Angiosperms
7125, Animalia, Arthropoda
148061, Animalia, Chordata
237984, Animalia, Chordata
76717, Animalia, Chordata
176505, Animalia, Chordata
76718, Animalia, Chordata
190507, Animalia, Chordata
32095, Plantae, Angiosperms
134521, Plantae, Magnoliophyta
105884, Plantae, Magnoliophyta
71113, Animalia, Chordata
190508, Animalia, Chordata
304329, Animalia, Arthropoda
190509, Animalia, Chordata
134522, Plantae, Magnoliophyta
75568, Animalia, Chordata
439593, Animalia, Mollusca
1525239, Animalia, Mollusca
8073, Animalia, Chordata
444144, Animalia, Arthropoda
42465, Animalia, Chordata
75566, Animalia, Chordata
707981, Animalia, Arthropoda
409031, Animalia, Chordata
9042, Animalia, Chordata
571881, Animalia, Mollusca
314249, Animalia, Chordata
356379, Animalia, Mollusca
111814, Animalia, Chordata
458195, Animalia, Chordata
69843, Other, Other
74443, Animalia, Chordata
156565, Animalia, Chordata
212545, Animalia, Arthropoda
279951, Animalia, Chordata
156571, Animalia, Chordata
30402, Animalia, Chordata
118208, Animalia, Chordata
9043, Animalia, Chordata
140443, Animalia, Chordata
574022, Animalia, Chordata
51348, Animalia, Chordata
397958, Animalia, Arthropoda
140444, Animalia, Chordata
9044, Animalia, Chordata
9040, Animalia, Chordata
140445, Animalia, Chordata
228248, Animalia, Chordata
30790, Animalia, Chordata
174396, Animalia, Arthropoda
9046, Animalia, Chordata
8074, Animalia, Chordata
228249, Animalia, Chordata
409033, Animalia, Chordata
292417, Animalia, Chordata
83535, Animalia, Chordata
263451, Animalia, Chordata
75873, Animalia, Chordata
69531, Other, Other
140446, Animalia, Chordata
130138, Other, Other
504062, Animalia, Chordata
60471, Animalia, Chordata
13114, Animalia, Chordata
60819, Animalia, Arthropoda
9468, Animalia, Chordata
47247, Plantae, Angiosperms
225164, Animalia, Mollusca
34305, Plantae, Angiosperms
69944, Animalia, Chordata
3868, Plantae, Angiosperms
1120762, Animalia, Chordata
393181, Animalia, Chordata
9785, Animalia, Chordata
34685, Animalia, Arthropoda
571517, Animalia, Arthropoda
571518, Animalia, Arthropoda
196454, Animalia, Arthropoda
575951, Animalia, Arthropoda
39078, Animalia, Chordata
283164, Animalia, Arthropoda
64804, Animalia, Chordata
575952, Animalia, Arthropoda
64802, Animalia, Chordata
99490, Animalia, Chordata
424440, Animalia, Arthropoda
58216, Animalia, Arthropoda
1077293, Animalia, Chordata
571525, Animalia, Arthropoda
58218, Animalia, Arthropoda
58217, Animalia, Arthropoda
96539, Animalia, Chordata
1523895, Animalia, Chordata
89122, Animalia, Chordata
111865, Animalia, Chordata
1077297, Animalia, Chordata
174792, Animalia, Chordata
6921, Animalia, Arthropoda
571528, Animalia, Arthropoda
575961, Animalia, Arthropoda
571529, Animalia, Arthropoda
481309, Other, Other
176551, Animalia, Chordata
321804, Animalia, Arthropoda
571532, Animalia, Arthropoda
571530, Animalia, Arthropoda
6009, Protista, Other
571533, Animalia, Arthropoda
141259, Animalia, Arthropoda
41246, Animalia, Chordata
65466, Animalia, Arthropoda
41109, Animalia, Arthropoda
7375, Animalia, Arthropoda
453858, Animalia, Chordata
115432, Animalia, Arthropoda
618008, Animalia, Arthropoda
521513, Animalia, Arthropoda
7376, Animalia, Arthropoda
313506, Animalia, Cnidaria
27446, Animalia, Arthropoda
318687, Animalia, Arthropoda
186148, Animalia, Arthropoda
13632, Animalia, Arthropoda
406666, Animalia, Arthropoda
521514, Animalia, Arthropoda
60011, Plantae, Angiosperms
13119, Plantae, Angiosperms
320582, Animalia, Chordata
45194, Plantae, Angiosperms
56866, Plantae, Angiosperms
3670, Plantae, Angiosperms
35632, Animalia, Annelida
6398, Animalia, Annelida
153659, Plantae, Angiosperms
183047, Plantae, Angiosperms
61341, Animalia, Mollusca
283746, Plantae, Angiosperms
53218, Plantae, Angiosperms
49830, Plantae, Angiosperms
240333, Plantae, Angiosperms
53214, Plantae, Angiosperms
53216, Plantae, Angiosperms
3870, Plantae, Angiosperms
3871, Plantae, Angiosperms
3872, Plantae, Angiosperms
53215, Plantae, Angiosperms
53219, Plantae, Angiosperms
53222, Plantae, Angiosperms
61113, Plantae, Angiosperms
53225, Plantae, Angiosperms
